"id","Source","Target","distance"
"40374","BSL","MUC","LH"
"40375","BUD","DUS","LH"
"40376","BUD","FRA","LH"
"40377","BUD","MUC","LH"
"40378","BUD","MUC","LH"
"40379","CAG","MUC","LH"
"40380","CAI","FRA","LH"
"40381","CAI","FRA","LH"
"40382","CAI","MUC","LH"
"40383","CCS","FRA","LH"
"40384","CDG","DUS","LH"
"40385","CDG","EWR","LH"
"40386","CDG","FRA","LH"
"40387","CDG","IAD","LH"
"40388","CDG","MUC","LH"
"40389","CDG","MUC","LH"
"40390","CDG","ORD","LH"
"40391","CDG","TXL","LH"
"40392","CDG","YUL","LH"
"40393","CDG","YYZ","LH"
"40394","CGN","MUC","LH"
"40395","CGN","VIE","LH"
"40396","CKY","DKR","LH"
"40397","CLJ","MUC","LH"
"40398","CLO","BOG","LH"
"40399","CLT","MUC","LH"
"40400","CMN","FRA","LH"
"40401","CNX","BKK","LH"
"40402","COO","ABJ","LH"
"40403","CPH","DUS","LH"
"40404","CPH","FRA","LH"
"40405","CPH","FRA","LH"
"40406","CPH","MUC","LH"
"40407","CPH","OSL","LH"
"40408","CPH","TXL","LH"
"40409","CPH","YYZ","LH"
"40410","CTA","MLA","LH"
"40411","CTA","MUC","LH"
"40412","CTA","MUC","LH"
"40413","CTU","FRA","LH"
"40414","CWB","LDB","LH"
"40415","DAR","NBO","LH"
"40416","DAR","ZNZ","LH"
"40417","DBV","DUS","LH"
"40418","DBV","FRA","LH"
"40419","DBV","MUC","LH"
"40420","DEL","FRA","LH"
"40421","DEL","FRA","LH"
"40422","DEL","MUC","LH"
"40423","DEN","FRA","LH"
"40424","DFW","FRA","LH"
"40425","DKR","BRU","LH"
"40426","DKR","CKY","LH"
"40427","DLA","BRU","LH"
"40428","DLA","FIH","LH"
"40429","DLA","NSI","LH"
"40430","DME","FRA","LH"
"40431","DME","MUC","LH"
"40432","DMM","FRA","LH"
"40433","DMM","KWI","LH"
"40434","DOH","BAH","LH"
"40435","DOH","FRA","LH"
"40436","DOK","MUC","LH"
"40437","DRS","FRA","LH"
"40438","DRS","MUC","LH"
"40439","DRS","MUC","LH"
"40440","DTM","MUC","LH"
"40441","DTW","FRA","LH"
"40442","DUB","EWR","LH"
"40443","DUB","FRA","LH"
"40444","DUB","MUC","LH"
"40445","DUS","AGP","LH"
"40446","DUS","ARN","LH"
"40447","DUS","ATH","LH"
"40448","DUS","AYT","LH"
"40449","DUS","BHX","LH"
"40450","DUS","BUD","LH"
"40451","DUS","CDG","LH"
"40452","DUS","CPH","LH"
"40453","DUS","DBV","LH"
"40454","DUS","EWR","LH"
"40455","DUS","FCO","LH"
"40456","DUS","FRA","LH"
"40457","DUS","GLA","LH"
"40458","DUS","GOT","LH"
"40459","DUS","GRZ","LH"
"40460","DUS","HAM","LH"
"40461","DUS","LED","LH"
"40462","DUS","LHR","LH"
"40463","DUS","LNZ","LH"
"40464","DUS","MAN","LH"
"40465","DUS","MLA","LH"
"40466","DUS","MUC","LH"
"40467","DUS","NAP","LH"
"40468","DUS","NCE","LH"
"40469","DUS","NCL","LH"
"40470","DUS","NRT","LH"
"40471","DUS","ORD","LH"
"40472","DUS","OSL","LH"
"40473","DUS","OTP","LH"
"40474","DUS","PEK","LH"
"40475","DUS","SKG","LH"
"40476","DUS","SPU","LH"
"40477","DUS","TXL","LH"
"40478","DUS","VIE","LH"
"40479","DUS","VIE","LH"
"40480","DUS","VKO","LH"
"40481","DUS","VLC","LH"
"40482","DUS","WAW","LH"
"40483","DUS","ZRH","LH"
"40484","DUS","ZRH","LH"
"40485","DXB","FRA","LH"
"40486","DXB","MUC","LH"
"40487","EBB","BRU","LH"
"40488","EBB","KGL","LH"
"40489","EBL","FRA","LH"
"40490","EDI","EWR","LH"
"40491","EDI","FRA","LH"
"40492","ESB","MUC","LH"
"40493","EWR","AMS","LH"
"40494","EWR","BCN","LH"
"40495","EWR","BFS","LH"
"40496","EWR","BHX","LH"
"40497","EWR","BRU","LH"
"40498","EWR","CDG","LH"
"40499","EWR","DUB","LH"
"40500","EWR","DUS","LH"
"40501","EWR","EDI","LH"
"40502","EWR","FCO","LH"
"40503","EWR","FRA","LH"
"40504","EWR","FRA","LH"
"40505","EWR","GLA","LH"
"40506","EWR","HAM","LH"
"40507","EWR","LHR","LH"
"40508","EWR","MAD","LH"
"40509","EWR","MAN","LH"
"40510","EWR","MSY","LH"
"40511","EWR","MUC","LH"
"40512","EWR","MUC","LH"
"40513","EWR","MXP","LH"
"40514","EWR","SNN","LH"
"40515","EWR","STR","LH"
"40516","EWR","TXL","LH"
"40517","EZE","FRA","LH"
"40518","FAO","FRA","LH"
"40519","FAO","MUC","LH"
"40520","FCO","DUS","LH"
"40521","FCO","EWR","LH"
"40522","FCO","FRA","LH"
"40523","FCO","MUC","LH"
"40524","FCO","YYZ","LH"
"40525","FDH","FRA","LH"
"40526","FIH","BRU","LH"
"40527","FIH","DLA","LH"
"40528","FLR","FRA","LH"
"40529","FLR","MUC","LH"
"40530","FLR","MUC","LH"
"40531","FMO","FRA","LH"
"40532","FMO","MUC","LH"
"40533","FNA","ROB","LH"
"40534","FRA","ABV","LH"
"40535","FRA","ABZ","LH"
"40536","FRA","ABZ","LH"
"40537","FRA","ACC","LH"
"40538","FRA","ADD","LH"
"40539","FRA","AGP","LH"
"40540","FRA","ALA","LH"
"40541","FRA","ALG","LH"
"40542","FRA","AMM","LH"
"40543","FRA","AMS","LH"
"40544","FRA","ARN","LH"
"40545","FRA","ARN","LH"
"40546","FRA","ATH","LH"
"40547","FRA","ATH","LH"
"40548","FRA","ATL","LH"
"40549","FRA","AUH","LH"
"40550","FRA","BCN","LH"
"40551","FRA","BEG","LH"
"40552","FRA","BEY","LH"
"40553","FRA","BGO","LH"
"40554","FRA","BHX","LH"
"40555","FRA","BIA","LH"
"40556","FRA","BIO","LH"
"40557","FRA","BKK","LH"
"40558","FRA","BKK","LH"
"40559","FRA","BLL","LH"
"40560","FRA","BLQ","LH"
"40561","FRA","BLR","LH"
"40562","FRA","BOG","LH"
"40563","FRA","BOM","LH"
"40564","FRA","BOS","LH"
"40565","FRA","BRE","LH"
"40566","FRA","BRE","LH"
"40567","FRA","BRU","LH"
"40568","FRA","BRU","LH"
"40569","FRA","BSL","LH"
"40570","FRA","BSL","LH"
"40571","FRA","BUD","LH"
"40572","FRA","CAI","LH"
"40573","FRA","CAI","LH"
"40574","FRA","CCS","LH"
"40575","FRA","CDG","LH"
"40576","FRA","CMN","LH"
"40577","FRA","CPH","LH"
"40578","FRA","CPH","LH"
"40579","FRA","CTU","LH"
"40580","FRA","DBV","LH"
"40581","FRA","DEL","LH"
"40582","FRA","DEL","LH"
"40583","FRA","DEN","LH"
"40584","FRA","DFW","LH"
"40585","FRA","DME","LH"
"40586","FRA","DMM","LH"
"40587","FRA","DOH","LH"
"40588","FRA","DRS","LH"
"40589","FRA","DTW","LH"
"40590","FRA","DUB","LH"
"40591","FRA","DUS","LH"
"40592","FRA","DXB","LH"
"40593","FRA","EBL","LH"
"40594","FRA","EDI","LH"
"40595","FRA","EWR","LH"
"40596","FRA","EWR","LH"
"40597","FRA","EZE","LH"
"40598","FRA","FAO","LH"
"40599","FRA","FCO","LH"
"40600","FRA","FDH","LH"
"40601","FRA","FLR","LH"
"40602","FRA","FMO","LH"
"40603","FRA","GDN","LH"
"40604","FRA","GIG","LH"
"40605","FRA","GOJ","LH"
"40606","FRA","GOT","LH"
"40607","FRA","GRU","LH"
"40608","FRA","GRU","LH"
"40609","FRA","GRZ","LH"
"40610","FRA","GVA","LH"
"40611","FRA","GWT","LH"
"40612","FRA","GYD","LH"
"40613","FRA","HAJ","LH"
"40614","FRA","HAM","LH"
"40615","FRA","HEL","LH"
"40616","FRA","HER","LH"
"40617","FRA","HKG","LH"
"40618","FRA","HND","LH"
"40619","FRA","HND","LH"
"40620","FRA","IAD","LH"
"40621","FRA","IAD","LH"
"40622","FRA","IAH","LH"
"40623","FRA","IAH","LH"
"40624","FRA","IBZ","LH"
"40625","FRA","ICN","LH"
"40626","FRA","IKA","LH"
"40627","FRA","INN","LH"
"40628","FRA","IST","LH"
"40629","FRA","JED","LH"
"40630","FRA","JFK","LH"
"40631","FRA","JNB","LH"
"40632","FRA","JNB","LH"
"40633","FRA","KBP","LH"
"40634","FRA","KIX","LH"
"40635","FRA","KRK","LH"
"40636","FRA","KRK","LH"
"40637","FRA","KTW","LH"
"40638","FRA","KUF","LH"
"40639","FRA","KUL","LH"
"40640","FRA","KWI","LH"
"40641","FRA","LAD","LH"
"40642","FRA","LAX","LH"
"40643","FRA","LCA","LH"
"40644","FRA","LCY","LH"
"40645","FRA","LED","LH"
"40646","FRA","LEJ","LH"
"40647","FRA","LHR","LH"
"40648","FRA","LIN","LH"
"40649","FRA","LIS","LH"
"40650","FRA","LIS","LH"
"40651","FRA","LJU","LH"
"40652","FRA","LNZ","LH"
"40653","FRA","LNZ","LH"
"40654","FRA","LOS","LH"
"40655","FRA","LYS","LH"
"40656","FRA","MAA","LH"
"40657","FRA","MAD","LH"
"40658","FRA","MAN","LH"
"40659","FRA","MCO","LH"
"40660","FRA","MEX","LH"
"40661","FRA","MIA","LH"
"40662","FRA","MLA","LH"
"40663","FRA","MLA","LH"
"40664","FRA","MPL","LH"
"40665","FRA","MRS","LH"
"40666","FRA","MSQ","LH"
"40667","FRA","MUC","LH"
"40668","FRA","MXP","LH"
"40669","FRA","NAP","LH"
"40670","FRA","NCE","LH"
"40671","FRA","NGO","LH"
"40672","FRA","NKG","LH"
"40673","FRA","NUE","LH"
"40674","FRA","OLB","LH"
"40675","FRA","OPO","LH"
"40676","FRA","ORD","LH"
"40677","FRA","ORD","LH"
"40678","FRA","OSL","LH"
"40679","FRA","OSL","LH"
"40680","FRA","OTP","LH"
"40681","FRA","PEK","LH"
"40682","FRA","PEK","LH"
"40683","FRA","PHL","LH"
"40684","FRA","PMI","LH"
"40685","FRA","PMO","LH"
"40686","FRA","PNQ","LH"
"40687","FRA","POZ","LH"
"40688","FRA","POZ","LH"
"40689","FRA","PRG","LH"
"40690","FRA","PRN","LH"
"40691","FRA","PUY","LH"
"40692","FRA","PVG","LH"
"40693","FRA","PVG","LH"
"40694","FRA","RIX","LH"
"40695","FRA","RUH","LH"
"40696","FRA","RZE","LH"
"40697","FRA","SEA","LH"
"40698","FRA","SFO","LH"
"40699","FRA","SFO","LH"
"40700","FRA","SHE","LH"
"40701","FRA","SIN","LH"
"40702","FRA","SIN","LH"
"40703","FRA","SKG","LH"
"40704","FRA","SOF","LH"
"40705","FRA","SPU","LH"
"40706","FRA","SPU","LH"
"40707","FRA","STR","LH"
"40708","FRA","STR","LH"
"40709","FRA","SVG","LH"
"40710","FRA","SVG","LH"
"40711","FRA","SZG","LH"
"40712","FRA","TLL","LH"
"40713","FRA","TLS","LH"
"40714","FRA","TLV","LH"
"40715","FRA","TRN","LH"
"40716","FRA","TRN","LH"
"40717","FRA","TSE","LH"
"40718","FRA","TUN","LH"
"40719","FRA","TXL","LH"
"40720","FRA","VCE","LH"
"40721","FRA","VIE","LH"
"40722","FRA","VIE","LH"
"40723","FRA","VKO","LH"
"40724","FRA","VLC","LH"
"40725","FRA","VNO","LH"
"40726","FRA","VRN","LH"
"40727","FRA","WAW","LH"
"40728","FRA","WAW","LH"
"40729","FRA","WRO","LH"
"40730","FRA","WRO","LH"
"40731","FRA","YOW","LH"
"40732","FRA","YUL","LH"
"40733","FRA","YVR","LH"
"40734","FRA","YYC","LH"
"40735","FRA","YYZ","LH"
"40736","FRA","YYZ","LH"
"40737","FRA","ZAD","LH"
"40738","FRA","ZAG","LH"
"40739","FRA","ZAG","LH"
"40740","FRA","ZRH","LH"
"40741","FRA","ZRH","LH"
"40742","GDN","FRA","LH"
"40743","GDN","MUC","LH"
"40744","GDN","MUC","LH"
"40745","GIG","FRA","LH"
"40746","GLA","DUS","LH"
"40747","GLA","EWR","LH"
"40748","GOA","MUC","LH"
"40749","GOA","MUC","LH"
"40750","GOJ","FRA","LH"
"40751","GOT","DUS","LH"
"40752","GOT","FRA","LH"
"40753","GOT","MUC","LH"
"40754","GRU","CWB","LH"
"40755","GRU","FRA","LH"
"40756","GRU","FRA","LH"
"40757","GRU","MUC","LH"
"40758","GRZ","DUS","LH"
"40759","GRZ","FRA","LH"
"40760","GRZ","MUC","LH"
"40761","GRZ","STR","LH"
"40762","GVA","FRA","LH"
"40763","GVA","FRA","LH"
"40764","GVA","MUC","LH"
"40765","GVA","MUC","LH"
"40766","GVA","YUL","LH"
"40767","GWT","FRA","LH"
"40768","GWT","MUC","LH"
"40769","GYD","ASB","LH"
"40770","GYD","FRA","LH"
"40771","HAJ","BRU","LH"
"40772","HAJ","FRA","LH"
"40773","HAJ","MUC","LH"
"40774","HAJ","MUC","LH"
"40775","HAJ","ZRH","LH"
"40776","HAM","BRU","LH"
"40777","HAM","BSL","LH"
"40778","HAM","DUS","LH"
"40779","HAM","EWR","LH"
"40780","HAM","FRA","LH"
"40781","HAM","LIS","LH"
"40782","HAM","MUC","LH"
"40783","HAM","SCN","LH"
"40784","HAM","VIE","LH"
"40785","HAM","WAW","LH"
"40786","HAM","ZRH","LH"
"40787","HEL","FRA","LH"
"40788","HEL","MUC","LH"
"40789","HER","FRA","LH"
"40790","HER","MUC","LH"
"40791","HKG","FRA","LH"
"40792","HKG","MUC","LH"
"40793","HKT","BKK","LH"
"40794","HND","FRA","LH"
"40795","HND","FRA","LH"
"40796","HND","MUC","LH"
"40797","HND","MUC","LH"
"40798","HRE","ADD","LH"
"40799","HRE","LUN","LH"
"40800","IAD","AMS","LH"
"40801","IAD","ATL","LH"
"40802","IAD","BRU","LH"
"40803","IAD","CDG","LH"
"40804","IAD","FRA","LH"
"40805","IAD","FRA","LH"
"40806","IAD","LHR","LH"
"40807","IAD","MSY","LH"
"40808","IAD","MUC","LH"
"40809","IAD","MUC","LH"
"40810","IAH","AMS","LH"
"40811","IAH","FRA","LH"
"40812","IAH","FRA","LH"
"40813","IAH","LHR","LH"
"40814","IAH","MSY","LH"
"40815","IBZ","FRA","LH"
"40816","ICN","FRA","LH"
"40817","ICN","MUC","LH"
"40818","IKA","FRA","LH"
"40819","INN","FRA","LH"
"40820","IST","FRA","LH"
"40821","IST","MUC","LH"
"40822","JED","ADD","LH"
"40823","JED","FRA","LH"
"40824","JFK","BRU","LH"
"40825","JFK","FRA","LH"
"40826","JFK","MSY","LH"
"40827","JFK","MUC","LH"
"40828","JNB","FRA","LH"
"40829","JNB","FRA","LH"
"40830","JNB","MUC","LH"
"40831","JRO","ADD","LH"
"40832","KBP","FRA","LH"
"40833","KBP","MUC","LH"
"40834","KBV","BKK","LH"
"40835","KGL","EBB","LH"
"40836","KGL","NBO","LH"
"40837","KIV","MUC","LH"
"40838","KIX","FRA","LH"
"40839","KIX","NRT","LH"
"40840","KLX","MUC","LH"
"40841","KRK","FRA","LH"
"40842","KRK","FRA","LH"
"40843","KRK","MUC","LH"
"40844","KTW","FRA","LH"
"40845","KUF","FRA","LH"
"40846","KUL","FRA","LH"
"40847","KWI","DMM","LH"
"40848","KWI","FRA","LH"
"40849","LAD","FIH","LH"
"40850","LAD","FRA","LH"
"40851","LAX","FRA","LH"
"40852","LAX","LHR","LH"
"40853","LAX","MUC","LH"
"40854","LCA","FRA","LH"
"40855","LCA","MUC","LH"
"40856","LCY","FRA","LH"
"40857","LED","DUS","LH"
"40858","LED","FRA","LH"
"40859","LED","MUC","LH"
"40860","LEJ","FRA","LH"
"40861","LEJ","MUC","LH"
"40862","LEJ","VIE","LH"
"40863","LFW","BRU","LH"
"40864","LHR","DUS","LH"
"40865","LHR","EWR","LH"
"40866","LHR","FRA","LH"
"40867","LHR","IAD","LH"
"40868","LHR","IAH","LH"
"40869","LHR","LAX","LH"
"40870","LHR","MUC","LH"
"40871","LHR","ORD","LH"
"40872","LHR","SFO","LH"
"40873","LHR","YEG","LH"
"40874","LHR","YHZ","LH"
"40875","LHR","YOW","LH"
"40876","LHR","YUL","LH"
"40877","LHR","YVR","LH"
"40878","LHR","YYC","LH"
"40879","LHR","YYT","LH"
"40880","LHR","YYZ","LH"
"40881","LIM","UIO","LH"
"40882","LIN","BRU","LH"
"40883","LIN","FRA","LH"
"40884","LIS","FRA","LH"
"40885","LIS","FRA","LH"
"40886","LIS","HAM","LH"
"40887","LIS","MUC","LH"
"40888","LIS","MUC","LH"
"40889","LJU","FRA","LH"
"40890","LJU","MUC","LH"
"40891","LNZ","DUS","LH"
"40892","LNZ","FRA","LH"
"40893","LNZ","FRA","LH"
"40894","LOS","FRA","LH"
"40895","LOS","PHC","LH"
"40896","LUN","HRE","LH"
"40897","LUX","MUC","LH"
"40898","LUX","SCN","LH"
"40899","LUX","TXL","LH"
"40900","LWO","MUC","LH"
"40901","LYS","FRA","LH"
"40902","LYS","MUC","LH"
"40903","MAA","FRA","LH"
"40904","MAD","EWR","LH"
"40905","MAD","FRA","LH"
"40906","MAD","MUC","LH"
"40907","MAN","DUS","LH"
"40908","MAN","EWR","LH"
"40909","MAN","FRA","LH"
"40910","MAN","MUC","LH"
"40911","MBA","JRO","LH"
"40912","MCO","FRA","LH"
"40913","MCT","AUH","LH"
"40914","MEX","FRA","LH"
"40915","MEX","MUC","LH"
"40916","MIA","FRA","LH"
"40917","MLA","CTA","LH"
"40918","MLA","DUS","LH"
"40919","MLA","FRA","LH"
"40920","MLA","FRA","LH"
"40921","MLA","MUC","LH"
"40922","MLA","MUC","LH"
"40923","MPL","FRA","LH"
"40924","MRS","FRA","LH"
"40925","MRS","MUC","LH"
"40926","MSQ","FRA","LH"
"40927","MSY","EWR","LH"
"40928","MSY","IAD","LH"
"40929","MSY","IAH","LH"
"40930","MSY","JFK","LH"
"40931","MUC","ADB","LH"
"40932","MUC","AGP","LH"
"40933","MUC","AMS","LH"
"40934","MUC","AOI","LH"
"40935","MUC","ARN","LH"
"40936","MUC","ATH","LH"
"40937","MUC","ATH","LH"
"40938","MUC","BCN","LH"
"40939","MUC","BEG","LH"
"40940","MUC","BHX","LH"
"40941","MUC","BIO","LH"
"40942","MUC","BKK","LH"
"40943","MUC","BLQ","LH"
"40944","MUC","BLQ","LH"
"40945","MUC","BOM","LH"
"40946","MUC","BOS","LH"
"40947","MUC","BRE","LH"
"40948","MUC","BRI","LH"
"40949","MUC","BRU","LH"
"40950","MUC","BRU","LH"
"40951","MUC","BSL","LH"
"40952","MUC","BUD","LH"
"40953","MUC","BUD","LH"
"40954","MUC","CAG","LH"
"40955","MUC","CAI","LH"
"40956","MUC","CDG","LH"
"40957","MUC","CGN","LH"
"40958","MUC","CLJ","LH"
"40959","MUC","CLT","LH"
"40960","MUC","CPH","LH"
"40961","MUC","CTA","LH"
"40962","MUC","CTA","LH"
"40963","MUC","DBV","LH"
"40964","MUC","DEL","LH"
"40965","MUC","DME","LH"
"40966","MUC","DOK","LH"
"40967","MUC","DRS","LH"
"40968","MUC","DRS","LH"
"40969","MUC","DTM","LH"
"40970","MUC","DUB","LH"
"40971","MUC","DUS","LH"
"40972","MUC","DXB","LH"
"40973","MUC","ESB","LH"
"40974","MUC","EWR","LH"
"40975","MUC","EWR","LH"
"40976","MUC","FAO","LH"
"40977","MUC","FCO","LH"
"40978","MUC","FCO","LH"
"40979","MUC","FLR","LH"
"40980","MUC","FLR","LH"
"40981","MUC","FMO","LH"
"40982","MUC","FRA","LH"
"40983","MUC","GDN","LH"
"40984","MUC","GDN","LH"
"40985","MUC","GOA","LH"
"40986","MUC","GOA","LH"
"40987","MUC","GOT","LH"
"40988","MUC","GRU","LH"
"40989","MUC","GRZ","LH"
"40990","MUC","GVA","LH"
"40991","MUC","GVA","LH"
"40992","MUC","GWT","LH"
"40993","MUC","HAJ","LH"
"40994","MUC","HAJ","LH"
"40995","MUC","HAM","LH"
"40996","MUC","HEL","LH"
"40997","MUC","HER","LH"
"40998","MUC","HKG","LH"
"40999","MUC","HND","LH"
"41000","MUC","HND","LH"
"41001","MUC","IAD","LH"
"41002","MUC","IAD","LH"
"41003","MUC","ICN","LH"
"41004","MUC","IST","LH"
"41005","MUC","JFK","LH"
"41006","MUC","JNB","LH"
"41007","MUC","KBP","LH"
"41008","MUC","KIV","LH"
"41009","MUC","KLX","LH"
"41010","MUC","KRK","LH"
"41011","MUC","LAX","LH"
"41012","MUC","LCA","LH"
"41013","MUC","LED","LH"
"41014","MUC","LEJ","LH"
"41015","MUC","LHR","LH"
"41016","MUC","LIS","LH"
"41017","MUC","LIS","LH"
"41018","MUC","LJU","LH"
"41019","MUC","LUX","LH"
"41020","MUC","LWO","LH"
"41021","MUC","LYS","LH"
"41022","MUC","MAD","LH"
"41023","MUC","MAN","LH"
"41024","MUC","MEX","LH"
"41025","MUC","MLA","LH"
"41026","MUC","MLA","LH"
"41027","MUC","MRS","LH"
"41028","MUC","MXP","LH"
"41029","MUC","MXP","LH"
"41030","MUC","NAP","LH"
"41031","MUC","NCE","LH"
"41032","MUC","NCE","LH"
"41033","MUC","NUE","LH"
"41034","MUC","ODS","LH"
"41035","MUC","OLB","LH"
"41036","MUC","ORD","LH"
"41037","MUC","ORD","LH"
"41038","MUC","OSL","LH"
"41039","MUC","OSL","LH"
"41040","MUC","OTP","LH"
"41041","MUC","PAD","LH"
"41042","MUC","PEK","LH"
"41043","MUC","PEK","LH"
"41044","MUC","PMI","LH"
"41045","MUC","PMO","LH"
"41046","MUC","POZ","LH"
"41047","MUC","POZ","LH"
"41048","MUC","PRG","LH"
"41049","MUC","PRG","LH"
"41050","MUC","PRN","LH"
"41051","MUC","PSA","LH"
"41052","MUC","PSA","LH"
"41053","MUC","PVG","LH"
"41054","MUC","RLG","LH"
"41055","MUC","RTM","LH"
"41056","MUC","RUH","LH"
"41057","MUC","SBZ","LH"
"41058","MUC","SFO","LH"
"41059","MUC","SJJ","LH"
"41060","MUC","SKG","LH"
"41061","MUC","SOF","LH"
"41062","MUC","SOF","LH"
"41063","MUC","SPU","LH"
"41064","MUC","STR","LH"
"41065","MUC","SUF","LH"
"41066","MUC","TBS","LH"
"41067","MUC","TIA","LH"
"41068","MUC","TLS","LH"
"41069","MUC","TLV","LH"
"41070","MUC","TRN","LH"
"41071","MUC","TRS","LH"
"41072","MUC","TSR","LH"
"41073","MUC","TXL","LH"
"41074","MUC","VCE","LH"
"41075","MUC","VIE","LH"
"41076","MUC","VIE","LH"
"41077","MUC","VLC","LH"
"41078","MUC","VRN","LH"
"41079","MUC","WAW","LH"
"41080","MUC","WAW","LH"
"41081","MUC","WRO","LH"
"41082","MUC","YUL","LH"
"41083","MUC","YVR","LH"
"41084","MUC","YYZ","LH"
"41085","MUC","ZAD","LH"
"41086","MUC","ZAG","LH"
"41087","MUC","ZAG","LH"
"41088","MUC","ZRH","LH"
"41089","MUC","ZRH","LH"
"41090","MXP","BRU","LH"
"41091","MXP","EWR","LH"
"41092","MXP","FRA","LH"
"41093","MXP","MUC","LH"
"41094","MXP","MUC","LH"
"41095","NAP","DUS","LH"
"41096","NAP","FRA","LH"
"41097","NAP","MUC","LH"
"41098","NBO","BRU","LH"
"41099","NBO","DAR","LH"
"41100","NBO","ZRH","LH"
"41101","NCE","DUS","LH"
"41102","NCE","FRA","LH"
"41103","NCE","MUC","LH"
"41104","NCE","MUC","LH"
"41105","NCL","DUS","LH"
"41106","NGO","FRA","LH"
"41107","NKG","FRA","LH"
"41108","NRT","DUS","LH"
"41109","NRT","KIX","LH"
"41110","NSI","BRU","LH"
"41111","NSI","DLA","LH"
"41112","NUE","FRA","LH"
"41113","NUE","MUC","LH"
"41114","NUE","ZRH","LH"
"41115","ODS","MUC","LH"
"41116","OLB","FRA","LH"
"41117","OLB","MUC","LH"
"41118","OPO","FRA","LH"
"41119","ORD","AMS","LH"
"41120","ORD","ATL","LH"
"41121","ORD","CDG","LH"
"41122","ORD","DUS","LH"
"41123","ORD","FRA","LH"
"41124","ORD","FRA","LH"
"41125","ORD","LHR","LH"
"41126","ORD","MUC","LH"
"41127","ORD","MUC","LH"
"41128","OSL","DUS","LH"
"41129","OSL","FRA","LH"
"41130","OSL","FRA","LH"
"41131","OSL","MUC","LH"
"41132","OSL","MUC","LH"
"41133","OSL","TOS","LH"
"41134","OTP","DUS","LH"
"41135","OTP","FRA","LH"
"41136","OTP","MUC","LH"
"41137","OUA","ABJ","LH"
"41138","OUA","BRU","LH"
"41139","PAD","MUC","LH"
"41140","PEK","DUS","LH"
"41141","PEK","FRA","LH"
"41142","PEK","FRA","LH"
"41143","PEK","MUC","LH"
"41144","PEK","MUC","LH"
"41145","PHC","LOS","LH"
"41146","PHL","FRA","LH"
"41147","PMI","FRA","LH"
"41148","PMI","MUC","LH"
"41149","PMO","FRA","LH"
"41150","PMO","MUC","LH"
"41151","POZ","FRA","LH"
"41152","POZ","FRA","LH"
"41153","POZ","MUC","LH"
"41154","POZ","MUC","LH"
"41155","PRG","FRA","LH"
"41156","PRG","MUC","LH"
"41157","PRG","MUC","LH"
"41158","PRN","FRA","LH"
"41159","PRN","MUC","LH"
"41160","PSA","MUC","LH"
"41161","PSA","MUC","LH"
"41162","PVG","FRA","LH"
"41163","PVG","FRA","LH"
"41164","PVG","MUC","LH"
"41165","RIX","FRA","LH"
"41166","RLG","MUC","LH"
"41167","ROB","BRU","LH"
"41168","RTM","MUC","LH"
"41169","RUH","FRA","LH"
"41170","RUH","MUC","LH"
"41171","RZE","FRA","LH"
"41172","SBZ","MUC","LH"
"41173","SCN","HAM","LH"
"41174","SCN","LUX","LH"
"41175","SCN","TXL","LH"
"41176","SEA","FRA","LH"
"41177","SFO","FRA","LH"
"41178","SFO","FRA","LH"
"41179","SFO","LHR","LH"
"41180","SFO","MUC","LH"
"41181","SHE","FRA","LH"
"41182","SHE","TAO","LH"
"41183","SIN","FRA","LH"
"41184","SIN","FRA","LH"
"41185","SJJ","MUC","LH"
"41186","SKG","ATH","LH"
"41187","SKG","DUS","LH"
"41188","SKG","FRA","LH"
"41189","SKG","MUC","LH"
"41190","SKG","STR","LH"
"41191","SNN","EWR","LH"
"41192","SOF","FRA","LH"
"41193","SOF","MUC","LH"
"41194","SOF","MUC","LH"
"41195","SPU","DUS","LH"
"41196","SPU","FRA","LH"
"41197","SPU","FRA","LH"
"41198","SPU","MUC","LH"
"41199","SSG","ABV","LH"
"41200","STR","EWR","LH"
"41201","STR","FRA","LH"
"41202","STR","FRA","LH"
"41203","STR","GRZ","LH"
"41204","STR","MUC","LH"
"41205","STR","SKG","LH"
"41206","STR","VIE","LH"
"41207","STR","ZRH","LH"
"41208","SUF","MUC","LH"
"41209","SVG","FRA","LH"
"41210","SVG","FRA","LH"
"41211","SZG","FRA","LH"
"41212","TAO","SHE","LH"
"41213","TBS","MUC","LH"
"41214","TIA","MUC","LH"
"41215","TLL","FRA","LH"
"41216","TLS","FRA","LH"
"41217","TLS","MUC","LH"
"41218","TLV","FRA","LH"
"41219","TLV","MUC","LH"
"41220","TLV","TXL","LH"
"41221","TOS","ALF","LH"
"41222","TRN","FRA","LH"
"41223","TRN","FRA","LH"
"41224","TRN","MUC","LH"
"41225","TRS","MUC","LH"
"41226","TSE","ALA","LH"
"41227","TSE","FRA","LH"
"41228","TSR","MUC","LH"
"41229","TUN","FRA","LH"
"41230","TXL","ARN","LH"
"41231","TXL","ATH","LH"
"41232","TXL","BCN","LH"
"41233","TXL","BRU","LH"
"41234","TXL","CDG","LH"
"41235","TXL","CPH","LH"
"41236","TXL","DUS","LH"
"41237","TXL","EWR","LH"
"41238","TXL","FRA","LH"
"41239","TXL","LUX","LH"
"41240","TXL","MUC","LH"
"41241","TXL","SCN","LH"
"41242","TXL","TLV","LH"
"41243","TXL","VIE","LH"
"41244","TXL","VKO","LH"
"41245","TXL","ZAG","LH"
